total_loss,nll_loss,entropy_penalty
2.609874010086059570e+00,1.467208266258239746e+00,1.142665743827819824e+00
2.800208806991577148e+00,1.681382298469543457e+00,1.118826508522033691e+00
2.028501510620117188e+00,9.401216506958007812e-01,1.088379859924316406e+00
1.907042741775512695e+00,8.496792912483215332e-01,1.057363390922546387e+00
2.329347848892211914e+00,1.302427887916564941e+00,1.026919960975646973e+00
2.893490791320800781e+00,1.897235631942749023e+00,9.962552189826965332e-01
3.265469074249267578e+00,2.295398712158203125e+00,9.700703024864196777e-01
2.651803493499755859e+00,1.704894423484802246e+00,9.469091296195983887e-01
1.776574850082397461e+00,8.534424901008605957e-01,9.231324195861816406e-01
1.856726646423339844e+00,9.605388641357421875e-01,8.961877226829528809e-01
2.328028678894042969e+00,1.460704803466796875e+00,8.673239946365356445e-01
1.990839004516601562e+00,1.151416063308715820e+00,8.394228816032409668e-01
1.642065525054931641e+00,8.279443383216857910e-01,8.141211867332458496e-01
1.740266799926757812e+00,9.501205086708068848e-01,7.901462912559509277e-01
2.080561637878417969e+00,1.316179156303405762e+00,7.643825411796569824e-01
1.699000120162963867e+00,9.493233561515808105e-01,7.496767640113830566e-01
1.116999387741088867e+00,3.835657835006713867e-01,7.334336042404174805e-01
1.764230251312255859e+00,1.051965236663818359e+00,7.122649550437927246e-01
1.349230051040649414e+00,6.564058661460876465e-01,6.928241848945617676e-01
1.244052290916442871e+00,5.705608725547790527e-01,6.734914183616638184e-01
1.263576269149780273e+00,6.056391000747680664e-01,6.579371094703674316e-01
7.067677378654479980e-01,6.736824661493301392e-02,6.393994688987731934e-01
6.232845783233642578e-01,4.619378130882978439e-03,6.186652183532714844e-01
1.932767391204833984e+00,1.337470769882202148e+00,5.952965617179870605e-01
8.336119651794433594e-01,2.517198026180267334e-01,5.818921923637390137e-01
1.075548171997070312e+00,5.097703933715820312e-01,5.657778382301330566e-01
7.598460912704467773e-01,1.991320401430130005e-01,5.607140660285949707e-01
9.507760405540466309e-01,3.995941281318664551e-01,5.511819124221801758e-01
8.636757135391235352e-01,3.255564868450164795e-01,5.381192564964294434e-01
5.995413064956665039e-01,7.688709348440170288e-02,5.226542353630065918e-01
1.028939723968505859e+00,5.250502228736877441e-01,5.038895010948181152e-01
8.855054378509521484e-01,3.989233970642089844e-01,4.865820407867431641e-01
5.895978212356567383e-01,1.162425428628921509e-01,4.733552932739257812e-01
5.039379596710205078e-01,4.698474332690238953e-02,4.569531977176666260e-01
7.186900377273559570e-01,2.792259156703948975e-01,4.394640922546386719e-01
6.171629428863525391e-01,1.825302243232727051e-01,4.346326887607574463e-01
1.021202325820922852e+00,5.900960564613342285e-01,4.311063289642333984e-01
4.746551513671875000e-01,5.263056233525276184e-02,4.220245778560638428e-01
5.064247846603393555e-01,9.990275651216506958e-02,4.065220057964324951e-01
5.348621606826782227e-01,1.468171030282974243e-01,3.880450725555419922e-01
5.211183428764343262e-01,1.375932395458221436e-01,3.835251033306121826e-01
