total_loss,nll_loss,entropy_penalty
1.581474781036376953e+00,1.467208266258239746e+00,1.142665672302246094e+01
1.790005445480346680e+00,1.677034974098205566e+00,1.129705333709716797e+01
1.052069067955017090e+00,9.410807490348815918e-01,1.109883499145507812e+01
9.541783928871154785e-01,8.450201749801635742e-01,1.091582298278808594e+01
1.400970578193664551e+00,1.293582916259765625e+00,1.073876667022705078e+01
2.004152059555053711e+00,1.898642063140869141e+00,1.055099010467529297e+01
2.360315561294555664e+00,2.256115674972534180e+00,1.041999244689941406e+01
1.772455692291259766e+00,1.669879555702209473e+00,1.025761699676513672e+01
9.449211359024047852e-01,8.441027998924255371e-01,1.008183383941650391e+01
1.053570628166198730e+00,9.547317028045654297e-01,9.883897781372070312e+00
1.556883335113525391e+00,1.460131287574768066e+00,9.675199508666992188e+00
1.137820243835449219e+00,1.043054819107055664e+00,9.476542472839355469e+00
7.784970998764038086e-01,6.858353614807128906e-01,9.266171455383300781e+00
9.418515563011169434e-01,8.512991666793823242e-01,9.055238723754882812e+00
8.370370864868164062e-01,7.488303184509277344e-01,8.820678710937500000e+00
8.447550535202026367e-01,7.585659027099609375e-01,8.618913650512695312e+00
2.968059778213500977e-01,2.130486518144607544e-01,8.375732421875000000e+00
7.767033576965332031e-01,6.956275105476379395e-01,8.107584953308105469e+00
4.067179858684539795e-01,3.282992839813232422e-01,7.841870307922363281e+00
3.590527772903442383e-01,2.832331061363220215e-01,7.581966876983642578e+00
4.689155519008636475e-01,3.956133723258972168e-01,7.330218315124511719e+00
9.182440489530563354e-02,2.073914371430873871e-02,7.108526229858398438e+00
7.057668268680572510e-02,1.703518209978938103e-03,6.887317180633544922e+00
1.272694468498229980e+00,1.205890893936157227e+00,6.680355548858642578e+00
1.866938918828964233e-01,1.204351410269737244e-01,6.625875473022460938e+00
2.963938713073730469e-01,2.310175150632858276e-01,6.537634372711181641e+00
2.396898418664932251e-01,1.751742064952850342e-01,6.451563358306884766e+00
4.688737392425537109e-01,4.053784608840942383e-01,6.349529266357421875e+00
2.581689059734344482e-01,1.959612071514129639e-01,6.220768928527832031e+00
1.203859448432922363e-01,5.956874787807464600e-02,6.081719398498535156e+00
5.511292815208435059e-01,4.917580485343933105e-01,5.937125205993652344e+00
4.158656597137451172e-01,3.576354384422302246e-01,5.823021411895751953e+00
1.159061491489410400e-01,5.886810272932052612e-02,5.703804969787597656e+00
9.197794646024703979e-02,3.672030940651893616e-02,5.525763988494873047e+00
2.751227617263793945e-01,2.216265052556991577e-01,5.349626541137695312e+00
1.124510094523429871e-01,5.869659036397933960e-02,5.375442028045654297e+00
5.363811850547790527e-01,4.829760193824768066e-01,5.340515613555908203e+00
6.873398274183273315e-02,1.627061329782009125e-02,5.246336936950683594e+00
1.120002567768096924e-01,6.112392619252204895e-02,5.087633609771728516e+00
7.965452969074249268e-02,2.973731048405170441e-02,4.991722106933593750e+00
8.331207185983657837e-02,3.413307666778564453e-02,4.917899608612060547e+00
9.346696734428405762e-02,4.530862718820571899e-02,4.815833568572998047e+00
1.090481877326965332e-01,6.204588338732719421e-02,4.700231075286865234e+00
9.625287353992462158e-02,4.976583272218704224e-02,4.648704528808593750e+00
8.105561137199401855e-02,3.574248403310775757e-02,4.531312942504882812e+00
