delta_reward
0.86142273
0.85878357
0.89516322
0.46217698
0.71370032
0.64333504
0.32092893
0.68557513
0.46162629
0.91737413
0.85089614
0.86189429
0.84907486
0.63755912
0.93823300
0.14186823
0.84630841
0.87814881
0.60341850
0.45434993
0.82758136
0.92991446
0.83621277
0.67830175
0.73584518
0.83070074
0.66769514
0.68750376
0.72967669
0.89191469
0.81676018
0.95325514
0.94797218
0.72475357
0.78703250
0.54192606
0.75843620
0.60190446
0.54162040
0.94076134
0.81360932
0.71779773
0.88416983
0.57098430
0.76150709
0.88691301
0.52854010
0.49965373
0.92189622
0.69147843
0.91356906
0.37338459
0.62110311
0.96028021
0.90282483
0.77050850
0.76141344
0.52088645
0.59806505
0.77817643
0.30805469
0.75685708
0.76357938
0.53241870
0.91764802
0.87406752
0.90474498
0.92669342
0.74447156
0.55282274
0.62599573
0.93320765
0.74198142
0.63169280
0.49707609
0.81622235
0.56056982
0.73933347
0.89213726
0.84210551
0.40789112
0.20510143
0.67989963
0.90481123
0.52586979
0.39491296
0.81458516
0.93201052
0.61913130
0.54079056
0.94128220
0.96215072
0.93358256
0.49174544
0.94476295
0.35008076
0.91340518
0.53171340
0.72619787
0.49988353
0.74807183
0.84607189
0.27361983
0.62099922
0.40516746
0.11000389
0.70761997
0.65307450
0.37815529
0.67090338
0.57928990
0.82707956
0.89466584
0.85769993
0.77402785
0.17880619
0.87806371
0.70094788
0.88185623
0.67785487
0.34792596
0.95512252
0.38063800
0.87783360
0.67977458
0.65029733
0.64557150
0.62447107
0.86531216
0.87723085
0.33305854
0.88763767
0.89942946
0.50277010
0.69802356
0.51516938
0.89045429
0.71333912
0.63309357
0.89985480
0.45062673
0.93337084
0.85479096
0.34359419
0.80716456
0.73836151
0.77086662
0.81145333
0.94032938
0.62355450
0.75611782
0.76430449
0.38745016
0.96654638
0.96321284
0.52529618
0.74411672
0.85898802
0.83878772
0.80902760
0.93361373
0.61716670
0.86050872
0.92936933
0.92825592
0.15476483
0.59290674
0.53373074
0.45492405
0.33638221
0.54868031
0.31910717
0.82415956
0.84840398
0.13329673
0.58403608
0.38889056
0.76362129
0.54853347
0.54244560
0.38635421
0.89844914
0.78568630
0.48471608
0.96169258
0.79882014
0.45213938
0.79553325
0.27941913
0.83514112
0.32153803
0.56601435
0.27230507
0.89647539
0.92514610
0.65301612
0.51030898
0.59874764
0.59593099
0.92791840
0.68210080
0.87650555
0.82309829
0.56480858
0.70645815
0.64855349
0.46058500
0.50959283
0.65777263
0.64134434
0.61293560
0.57977566
0.92389902
0.22768044
0.68315956
0.47257978
0.60383837
0.93980392
0.49174544
0.60670921
0.76647989
0.27941913
0.88242821
0.86911251
0.48662715
0.85034606
0.88041382
0.90906200
0.27823991
0.91143627
0.64868844
0.85246578
0.80541409
0.66494671
0.56603396
0.83516438
0.80213489
0.70600101
0.46826571
0.80398252
0.80196047
0.51232830
0.43780440
0.83518902
0.72488417
0.52220303
0.82510765
0.75676076
0.90485273
0.26367450
0.96732403
0.70893395
0.78271668
0.70600664
0.95557923
0.68546647
0.42494357
0.91353324
0.84134983
0.87650555
0.89511386
0.73865137
0.91286385
0.48262239
0.86997037
0.59901160
0.80806801
0.64157513
0.82935256
0.28389698
0.83218438
0.69457102
0.78598067
0.43147331
0.91894077
0.59098464
0.91618665
0.69502574
0.89373050
0.74930230
0.75791216
0.79874662
0.62178421
0.74730563
0.49998933
0.53091335
0.89709621
0.89045429
0.74150530
0.94181802
0.76889798
0.93201052
0.78644342
0.77872064
0.85964230
0.71609604
0.75126366
0.78859182
0.72001761
0.56535888
0.71691114
0.91996111
0.77851916
0.22768044
0.43504161
0.81003191
0.66531640
0.33390665
0.91790804
0.69089631
0.82054277
0.37263573
0.70134085
0.41691875
0.15095348
0.78099383
0.51064995
0.33332908
0.93709975
0.11246568
0.53728760
0.66553336
0.89641220
0.58896333
0.86089501
0.76463333
0.92227511
0.27469027
0.91969847
0.60002854
0.92523289
0.64614880
0.92400065
0.17651679
0.93268383
0.78598067
0.24956918
0.61887237
0.62996837
0.85045329
0.28777853
0.30698484
0.55419824
0.69206392
0.59934300
0.74414095
0.81298348
0.68053238
0.85657912
0.66286588
0.61908090
0.82791834
0.58847928
0.65523556
0.96246723
0.83655752
0.81343249
0.78575251
0.78853264
0.80182815
0.50849706
0.73345809
0.90677533
0.84241511
0.72956115
0.74695879
0.42489251
0.69320473
0.73979118
0.55431274
0.83456687
0.74319980
0.92601563
0.64499393
0.49991256
0.18752427
0.92069001
0.29186416
0.44923460
0.77062409
0.93395880
0.65838701
0.83041812
0.66900820
0.58509639
0.77062409
0.36165380
0.85721479
0.87974438
0.86950246
0.50947194
0.82406509
0.75247502
0.90610982
0.75704598
0.59743705
0.82804020
0.23875672
0.65526605
0.46058500
0.60535616
0.89607430
0.94780865
0.91379112
0.39359826
0.91671310
0.90560310
0.93930575
0.68545848
0.71333912
0.93053946
0.70893395
0.77643707
0.90098559
0.69349914
0.68487275
0.92821515
0.90782846
0.20511900
0.73996338
0.83574608
0.76298912
0.69614670
0.90098559
0.83670612
0.93685913
0.72861101
0.60938848
0.87669842
0.91383463
0.86876825
0.88471594
0.60538554
0.40516627
0.87791950
0.55691424
0.07348263
0.96882913
0.85971101
0.76995516
0.75393450
0.81254100
0.24274275
0.75790505
0.89824416
0.82310461
0.80374791
0.65099399
0.65875074
0.42635423
0.65293798
0.90616778
0.19531893
0.89466447
0.54785371
0.56542253
0.74150530
0.70277339
0.58444345
0.67003271
0.82087611
0.87910000
0.80680810
0.21033072
0.72827736
0.46220589
0.82034727
0.58950596
0.32426196
0.94272340
0.91461213
0.62758893
0.42458349
0.62302585
0.84267269
0.19783111
0.74844445
0.79089019
0.54736951
0.65409541
0.93474668
0.85499047
0.92791840
0.81167062
0.89936576
0.42868825
0.83580463
0.22768044
0.73887701
0.93004434
0.79504074
0.74861006
0.93628990
0.80369671
0.65220973
0.82024632
0.71018258
0.81401469
0.73468187
0.75915952
