delta_reward
0.75588239
0.58841905
0.45169506
0.39610130
0.68199602
0.55967718
0.23755670
0.03287429
0.33491862
0.25472494
0.06470925
0.44463543
0.49284168
0.11646664
0.65770618
0.13990057
0.12072723
0.47249557
0.57809469
0.21196400
0.68161524
0.55659585
0.66380598
0.66727167
0.33674428
0.24431051
0.37463585
0.44761306
0.61695275
0.11838236
0.41427165
0.33512806
0.74615937
0.30744000
0.04565995
0.42658266
0.78621321
0.74400300
0.48448828
0.41987420
0.69879396
0.56755993
0.45587333
0.55492193
0.57688171
0.18157531
0.50581202
0.04348513
0.62516255
0.46096331
0.83055738
0.06298197
0.45134044
0.19797610
0.79752345
0.66458443
0.66559844
0.51503721
0.41408357
0.56825900
0.21918911
0.60278331
0.16484530
0.48352781
0.27698896
0.13068152
0.14152284
0.31748591
0.36601854
0.39753011
0.57943651
0.36078130
0.50158033
0.64936838
0.48484957
0.63225095
0.34998155
0.09526335
0.42712557
0.83441710
0.05469043
0.20409691
0.52316457
0.16836575
0.52023232
0.39059108
0.23436122
0.14198931
0.12749794
0.41604441
0.53873353
0.70361295
0.53913082
0.08547486
0.25492221
0.34689584
0.54271245
0.48717377
0.45262459
0.39624715
0.78045891
0.22581369
0.16815233
0.62535584
0.25762630
0.10717714
0.47979605
0.39332342
0.33299333
0.24423704
0.05858950
0.70764330
0.07793029
0.40600848
0.66676125
0.17363930
0.12689824
0.49639976
0.83925536
0.31871924
0.34367412
0.14213458
0.22603399
0.38299393
0.35328442
0.16243545
0.57087609
0.54687250
0.07149265
0.86252239
0.24101692
0.69005072
0.22294126
0.45978191
0.08153338
0.50760823
0.65191156
0.52741399
0.31967279
0.58459284
0.35135716
0.11937053
0.53407577
0.10682103
0.72118022
0.67357042
0.45868532
0.75095706
0.29277140
0.57073763
0.74390578
0.45552084
0.28395230
0.13068875
0.57786923
0.44325611
0.64139551
0.73657873
0.57551085
0.31892465
0.18316263
0.12284333
0.37725524
0.20647120
0.56731672
0.15425384
0.15670345
0.13058465
0.23220086
0.32194781
0.24867415
0.25571960
0.09736806
0.65004574
0.08401968
0.54212341
0.32489443
0.39221574
0.48011419
0.18382108
0.36411428
0.44246383
0.21362280
0.15031353
0.07999765
0.30210519
0.16262686
0.29092918
0.09571422
0.25872481
0.30746680
0.49354357
0.27300543
0.52083870
0.88736849
0.54622015
0.45117950
0.29346982
0.47438020
0.23602580
0.25373533
0.60686880
0.62754326
0.49698314
0.48264480
