delta_reward
0.72750048
0.61491244
0.18593717
0.47793958
0.39919960
0.40672057
0.55321788
0.75475711
0.59271742
0.64337696
0.57515562
0.38379788
0.10030315
0.31699790
0.43181002
0.64807922
0.63895682
0.49436668
0.58258492
0.88517093
0.17433870
0.67850002
0.71530165
0.60330073
0.40092378
0.50779211
0.17673123
0.69913198
0.59977083
0.22214424
0.54450522
0.60610038
0.19497681
0.56641057
0.57530110
0.63003018
0.47891189
0.61842135
0.61776246
