delta_reward
0.13682932
0.30847588
0.20860732
0.06998253
0.23947898
0.03501255
0.06977528
0.01173030
0.10139245
0.08524878
0.01336810
0.01922720
0.10426240
0.08722773
0.09065133
0.11987990
0.03705506
0.12603483
0.05873698
0.03333700
0.04082416
0.04416291
0.12099634
0.13641593
0.12161466
0.04759185
0.10024843
0.10204923
0.15915206
0.02133859
0.12668240
0.06562695
0.10295495
0.04502419
0.02235525
0.16373739
0.02453030
0.11442095
0.09428307
0.10682411
0.18012227
0.15286964
0.06646997
0.11696512
0.21491358
0.03279040
0.20147309
0.01328374
0.06553823
0.12941471
0.04400642
0.01581140
0.07210052
0.18919234
0.18170731
0.08622473
0.13394271
0.13991931
0.12983039
0.06596166
0.07969272
0.19279803
0.01186375
0.12677625
0.05185114
0.05618549
0.15208089
0.08105764
0.02484901
0.07209477
0.32451066
0.02932829
0.11004567
0.08010116
0.20256037
0.07830150
0.19607991
0.15170939
0.06412315
0.50075769
0.01296420
0.14901489
0.20720649
0.01767406
0.38329971
0.22694421
0.07945631
0.05678944
0.41679397
0.20675457
0.13241595
0.03895980
0.05608158
0.01764134
0.02598427
0.02329598
0.08503109
0.06787047
0.52757558
0.13727862
0.29530208
0.01399013
0.09690088
0.16767478
0.05395788
0.03507853
0.09753358
0.13768730
0.10105485
0.04345459
0.02140262
0.07626276
0.02645740
0.22657695
0.14241827
0.05299735
0.05056536
0.06495449
0.23921820
0.25477704
0.09778577
0.01052213
0.12720823
0.14278650
0.13824850
0.03314773
0.13169098
0.18145597
-0.00604027
0.15766129
0.06468320
0.30368304
0.00037164
0.19798419
0.01799257
0.42427063
0.06554517
0.07564443
0.15029910
0.05267759
0.18520892
0.01291583
0.07387835
0.05939654
0.13855408
0.08270615
0.04589774
0.05862226
0.06051998
0.22545937
0.09671631
0.14240971
0.17296767
0.03027175
0.07300024
0.01575327
0.10554841
0.35426667
0.11237097
0.23886825
0.14445276
-0.05739444
0.08268113
0.02387689
0.06354216
0.08955550
0.09845934
0.05226627
0.12384468
0.10469025
0.13638598
0.20350766
0.05996975
0.16801833
0.01107938
0.21640983
0.10841161
0.13495986
0.23537734
0.00076935
0.09749937
0.08171089
0.00810843
0.05390861
0.04701129
0.15446219
0.05518788
0.07884939
0.09344810
0.13567916
0.15373886
0.22866178
0.16943127
0.07832177
0.14582377
0.09929797
0.12556863
0.12020579
0.09482494
0.11161531
0.18748242
0.01199038
0.07836241
0.07807216
0.05960718
0.13025096
0.21852082
0.10158253
0.22292039
0.35865471
0.07587263
0.08468434
0.17651859
0.08350682
0.07868179
0.12085789
0.03577968
0.16912401
0.01764134
0.16182533
0.07124139
0.09344810
0.12328970
0.16979580
0.02324001
0.08947745
0.04524460
0.07341476
0.21790379
0.14234353
0.03033376
0.17526045
0.06958843
0.19980809
0.16669601
0.00973495
0.08134103
0.09015828
0.13446790
0.00867317
0.32767051
0.11990640
0.22734994
0.01347942
0.09917352
0.08131978
0.13237007
0.20912351
0.09572130
0.17659771
0.09030442
0.19052818
0.40681891
0.01025373
0.16695724
0.18443784
0.22787791
0.05847438
0.17744832
0.01199038
0.10322022
0.12895888
0.03494440
0.09872198
0.02151418
0.12810427
0.22632477
0.13294980
0.08856685
0.09601784
0.14440382
0.03990896
0.11127216
0.06305259
0.06749628
-0.01646751
0.08363496
0.10777733
0.03963878
