total_loss,nll_loss,entropy_penalty
2.484238386154174805e+00,2.431937217712402344e+00,5.230107530951499939e-02
2.373136520385742188e+00,2.322552442550659180e+00,5.058416351675987244e-02
2.325991630554199219e+00,2.277636051177978516e+00,4.835556447505950928e-02
2.218520164489746094e+00,2.172123670578002930e+00,4.639647901058197021e-02
2.165170192718505859e+00,2.121356964111328125e+00,4.381333664059638977e-02
2.058764934539794922e+00,2.017635822296142578e+00,4.112917557358741760e-02
1.962736845016479492e+00,1.924518108367919922e+00,3.821868821978569031e-02
1.822920083999633789e+00,1.787704348564147949e+00,3.521567583084106445e-02
1.651842832565307617e+00,1.619854807853698730e+00,3.198803961277008057e-02
1.450367689132690430e+00,1.421625614166259766e+00,2.874202467501163483e-02
1.225927233695983887e+00,1.200300574302673340e+00,2.562670968472957611e-02
1.003503561019897461e+00,9.808355569839477539e-01,2.266802266240119934e-02
8.007965087890625000e-01,7.808709144592285156e-01,1.992561481893062592e-02
6.096153855323791504e-01,5.921174287796020508e-01,1.749796606600284576e-02
4.258882105350494385e-01,4.105649590492248535e-01,1.532324776053428650e-02
2.644622027873992920e-01,2.511032521724700928e-01,1.335895899683237076e-02
1.521959006786346436e-01,1.406049728393554688e-01,1.159093342721462250e-02
9.536968916654586792e-02,8.533868938684463501e-02,1.003099791705608368e-02
6.494218111038208008e-02,5.622002854943275452e-02,8.722156286239624023e-03
4.537456482648849487e-02,3.772224485874176025e-02,7.652319502085447311e-03
3.156967833638191223e-02,2.477859146893024445e-02,6.791085470467805862e-03
2.202450111508369446e-02,1.596428081393241882e-02,6.060219369828701019e-03
1.627396419644355774e-02,1.086884550750255585e-02,5.405118688941001892e-03
1.305004395544528961e-02,8.239624090492725372e-03,4.810419864952564240e-03
1.076181698590517044e-02,6.477837450802326202e-03,4.283979535102844238e-03
8.709893561899662018e-03,4.886155482381582260e-03,3.823738312348723412e-03
7.066901773214340210e-03,3.661985043436288834e-03,3.404916496947407722e-03
5.846886895596981049e-03,2.840060507878661156e-03,3.006826387718319893e-03
4.859197884798049927e-03,2.236329251900315285e-03,2.622868632897734642e-03
3.980310168117284775e-03,1.729878131300210953e-03,2.250432036817073822e-03
3.218491561710834503e-03,1.338785747066140175e-03,1.879705698229372501e-03
2.634273376315832138e-03,1.135581638664007187e-03,1.498691737651824951e-03
2.240639878436923027e-03,1.112724537961184978e-03,1.127915340475738049e-03
1.895362511277198792e-03,1.035373075865209103e-03,8.599894936196506023e-04
1.520922407507896423e-03,8.154829265549778938e-04,7.054395391605794430e-04
1.204084139317274094e-03,6.456746486946940422e-04,5.584094906225800514e-04
9.457703563384711742e-04,5.698431632481515408e-04,3.759271930903196335e-04
7.374397828243672848e-04,5.612823297269642353e-04,1.761574676493182778e-04
5.087398458272218704e-04,4.838037129957228899e-04,2.493615465937182307e-05
4.035618621855974197e-04,4.035618621855974197e-04,0.000000000000000000e+00
3.599293995648622513e-04,3.599293995648622513e-04,0.000000000000000000e+00
3.446248592808842659e-04,3.446248592808842659e-04,0.000000000000000000e+00
3.211294242646545172e-04,3.211294242646545172e-04,0.000000000000000000e+00
2.820335794240236282e-04,2.820335794240236282e-04,0.000000000000000000e+00
2.332206640858203173e-04,2.332206640858203173e-04,0.000000000000000000e+00
2.093357470585033298e-04,2.093357470585033298e-04,0.000000000000000000e+00
1.906909164972603321e-04,1.906909164972603321e-04,0.000000000000000000e+00
1.760814047884196043e-04,1.760814047884196043e-04,0.000000000000000000e+00
1.630082551855593920e-04,1.630082551855593920e-04,0.000000000000000000e+00
